BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast
Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),2006,411256-4,4,1,FL,No Tolls on 1+ lane,18000,2021,2,2006,5-Consultant,1-Traffic count trend,SR 35,12-9039-411256-4-Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),1,12-24742-361007,2023,NA,361007,Florida,12-24742-361007,3-Principal Arterial,13600
Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),2006,411256-4,4,1,FL,No Tolls on 1+ lane,22400,2031,3,2006,5-Consultant,1-Traffic count trend,SR 35,12-9039-411256-4-Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),1,12-24742-361007,2033,NA,361007,Florida,12-24742-361007,3-Principal Arterial,13600
"The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",2006,419557-1,1,3,FL,No Tolls on 1+ lane,12700,2008,1,2006,5-Consultant,1-Traffic count trend,,"12-9213-419557-1-The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",1,12-24907-361007,2010,11600,361007,Florida,12-24907-361007,3-Principal Arterial,12700
"The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",2006,419557-1,1,3,FL,No Tolls on 1+ lane,19100,2018,2,2006,5-Consultant,1-Traffic count trend,,"12-9213-419557-1-The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",1,12-24907-361007,2020,NA,361007,Florida,12-24907-361007,3-Principal Arterial,12700
"The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",2006,419557-1,1,3,FL,No Tolls on 1+ lane,25500,2028,3,2006,5-Consultant,1-Traffic count trend,,"12-9213-419557-1-The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",1,12-24907-361007,2030,NA,361007,Florida,12-24907-361007,3-Principal Arterial,12700
Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),2006,411257-3,4,3,FL,No Tolls on 1+ lane,16500,2009,1,2006,5-Consultant,5-Professional judgement,,12-9040-411257-3-Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),1,12-24743-180002,2011,14500,180002,Florida,12-24743-180002,3-Principal Arterial,16500
Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),2006,411257-3,4,3,FL,No Tolls on 1+ lane,22300,2019,2,2006,5-Consultant,5-Professional judgement,,12-9040-411257-3-Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),1,12-24743-180002,2021,NA,180002,Florida,12-24743-180002,3-Principal Arterial,16450
Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),2006,411257-3,4,3,FL,No Tolls on 1+ lane,28200,2029,3,2006,5-Consultant,5-Professional judgement,,12-9040-411257-3-Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),1,12-24743-180002,2031,NA,180002,Florida,12-24743-180002,3-Principal Arterial,16500
"The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",2005,416935-1,2,4,FL,No Tolls on 1+ lane,4250,2008,1,2005,5-Consultant,1-Traffic count trend,,"12-9234-416935-1-The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",1,12-24927-180002,2010,15100,180002,Florida,12-24927-180002,3-Principal Arterial,4250
"The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",2005,416935-1,2,4,FL,No Tolls on 1+ lane,5250,2018,2,2005,5-Consultant,1-Traffic count trend,,"12-9234-416935-1-The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",1,12-24927-180002,2020,NA,180002,Florida,12-24927-180002,3-Principal Arterial,4250
"The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",2005,416935-1,2,4,FL,No Tolls on 1+ lane,6250,2028,3,2005,5-Consultant,1-Traffic count trend,,"12-9234-416935-1-The SR 35  Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",1,12-24927-180002,2030,NA,180002,Florida,12-24927-180002,3-Principal Arterial,4250
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,12200,2010,1,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2012,13900,180100,Florida,12-24744-180100,3-Principal Arterial,12200
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,16200,2020,2,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2022,NA,180100,Florida,12-24744-180100,3-Principal Arterial,12250
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,20100,2030,3,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2032,NA,180100,Florida,12-24744-180100,3-Principal Arterial,12200
"The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,12400,2009,1,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2011,13700,180100,Florida,12-24889-180100,3-Principal Arterial,12400
"The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,18500,2019,2,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2021,NA,180100,Florida,12-24889-180100,3-Principal Arterial,10800
"The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,24600,2029,3,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2031,NA,180100,Florida,12-24889-180100,3-Principal Arterial,9200
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,15600,2009,1,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2011,13700,180100,Florida,12-24889-180100,3-Principal Arterial,15600
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,18500,2019,2,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2021,NA,180100,Florida,12-24889-180100,3-Principal Arterial,15650
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,21300,2029,3,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2031,NA,180100,Florida,12-24889-180100,3-Principal Arterial,15600
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,29800,2010,1,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2012,20500,880165,Florida,12-24745-880165,3-Principal Arterial,29800
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,37100,2020,2,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2022,NA,880165,Florida,12-24745-880165,3-Principal Arterial,29750
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,44500,2030,3,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2032,NA,880165,Florida,12-24745-880165,3-Principal Arterial,29800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,38800,2006,1,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2008,25000,111012,Florida,12-24746-111012,3-Principal Arterial,38800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,48200,2016,2,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2018,NA,111012,Florida,12-24746-111012,3-Principal Arterial,38800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,2026,2026,3,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2028,NA,111012,Florida,12-24746-111012,3-Principal Arterial,-16774
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,52600,2006,1,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2008,25000,111012,Florida,12-24747-111012,3-Principal Arterial,52600
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,66000,2016,2,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2018,NA,111012,Florida,12-24747-111012,3-Principal Arterial,52600
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,79400,2026,3,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2028,NA,111012,Florida,12-24747-111012,3-Principal Arterial,52600
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,29300,2006,1,2004,5-Consultant,4-Regional travel model,US 27/441- 1.609 Mi. S of CR 466,12-9045-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2,12-24748-111021,2008,37500,111021,Florida,12-24748-111021,3-Principal Arterial,29300
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,36800,2016,2,2004,5-Consultant,4-Regional travel model,US 27/441- 1.609 Mi. S of CR 466,12-9045-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2,12-24748-111021,2018,NA,111021,Florida,12-24748-111021,3-Principal Arterial,23400
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,44300,2026,3,2004,5-Consultant,4-Regional travel model,US 27/441- 1.609 Mi. S of CR 466,12-9045-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2,12-24748-111021,2028,NA,111021,Florida,12-24748-111021,3-Principal Arterial,17500
"SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,40050,2007,1,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2009,34500,111021,Florida,12-24795-111021,3-Principal Arterial,40050
"SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,52800,2017,2,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2019,NA,111021,Florida,12-24795-111021,3-Principal Arterial,40025
"SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,65600,2027,3,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2029,NA,111021,Florida,12-24795-111021,3-Principal Arterial,40050
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,15900,2008,1,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2010,15500,115176,Florida,12-24749-115176,4-Minor Arterial,15900
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,18200,2018,2,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2020,NA,115176,Florida,12-24749-115176,4-Minor Arterial,15900
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,20500,2028,3,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2030,NA,115176,Florida,12-24749-115176,4-Minor Arterial,15900
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,10200,2006,1,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2008,7400,110503,Florida,12-24750-110503,3-Principal Arterial,10200
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,11800,2016,2,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2018,NA,110503,Florida,12-24750-110503,3-Principal Arterial,10150
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,13500,2026,3,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2028,NA,110503,Florida,12-24750-110503,3-Principal Arterial,10200
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,6700,2006,1,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2008,7400,110503,Florida,12-24752-110503,3-Principal Arterial,6700
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,10900,2016,2,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2018,NA,110503,Florida,12-24752-110503,3-Principal Arterial,8700
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,14100,2026,3,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2028,NA,110503,Florida,12-24752-110503,3-Principal Arterial,9700
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,5100,2006,1,2003,5-Consultant,4-Regional travel model,SR 40- 0.009 Mi. E. of Marion County,"12-9048-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",1,12-24751-110502,2008,5700,110502,Florida,12-24751-110502,3-Principal Arterial,5100
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,7300,2016,2,2003,5-Consultant,4-Regional travel model,SR 40- 0.009 Mi. E. of Marion County,"12-9048-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",1,12-24751-110502,2018,NA,110502,Florida,12-24751-110502,3-Principal Arterial,5100
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,9500,2026,3,2003,5-Consultant,4-Regional travel model,SR 40- 0.009 Mi. E. of Marion County,"12-9048-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",1,12-24751-110502,2028,NA,110502,Florida,12-24751-110502,3-Principal Arterial,5100
